201504	98.96	1	-5.226	-0.073	-0.1	0.05	1.75	0.07	0.25	-37.1
201505	1.255	1	-0.312	-0.087	-0.2	0.05	1.75	0.07	0.25	35.8
201506	-48.675	0	10.519	-0.016	0.1	0.05	1.5	0.07	0.25	7.3
201507	-12.375	0	-7.379	-0.153	-0.2	0.05	1.5	0.07	0.25	54.5
201508	-127.715	0	-4.948	-0.299	-0.2	0.05	1.5	0.07	0.25	12.5
201509	12.895	1	9.566	0.015	-0.2	0.05	1.5	0.07	0.25	2.8
201510	79.2	1	-4.577	0.022	-0.1	0.05	1.5	0.07	0.25	-45.2
201511	-12.19	0	4.178	-0.054	-0.1	0.05	1.5	0.07	0.25	18
201512	-26.71	0	-6.796	0.188	0.2	0.05	1.5	0.07	0.25	14.4
201601	-80.485	0	-3.569	0.002	0.5	-0.01	1.5	0.1	0.19	26.6
201602	-18.54	0	3.411	-0.026	1.2	-0.01	1.5	0.1	0.19	37.6
201603	98.575	1	9.531	-0.023	-0.7	-0.01	1.5	0.1	0.19	-93.2
201604	16.615	1	-15.125	-0.032	-0.3	-0.01	1.5	0.1	0.19	-4.2
201605	-24.185	0	10.65	-0.05	-0.3	-0.01	1.5	0.1	0.19	52.4
201606	-0.745	0	7.888	0.01	0	-0.01	1.25	0.1	0.19	-39.9
201607	23.5	1	-10.654	-0.03	-0.1	-0.01	1.25	0.1	0.19	-31.6
201608	40.535	1	-8.812	0.058	0.1	-0.01	1.25	0.1	0.19	-5.4
201609	4.635	1	6.795	0.172	-0.1	-0.01	1.25	0.1	0.19	-13.5
201610	3.68	1	-0.891	-0.091	-0.2	-0.01	1.25	0.1	0.19	43.2
201611	-63.21	0	1.907	-0.063	-0.2	-0.01	1.25	0.1	0.19	24.6
201612	33.905	1	-3.556	-0.35	0.1	-0.01	1.25	0.1	0.19	38.6
201701	46.295	1	-7.486	-0.037	0.5	0.13	1.25	0.19	0.16	-45.6
201702	27.29	1	10.115	0.401	1.2	0.13	1.25	0.19	0.16	-31.4
201703	44.41	1	-5.826	-0.02	-0.8	0.13	1.25	0.19	0.16	-12.3
201704	42.38	1	2.723	-0.017	0.1	0.13	1.25	0.19	0.16	19.5
201705	124.84	1	-2.902	-0.262	-0.6	0.13	1.25	0.19	0.16	-18.4
201706	76.945	1	7.278	-0.02	0.2	0.13	1.25	0.19	0.16	24.6
201707	43.785	1	0.123	-0.321	-0.4	0.13	1.25	0.19	0.16	-25.1
201708	-40.665	0	-6.102	0.153	0.2	0.13	1.25	0.19	0.16	8.8
201709	-0.62	0	19.373	-0.218	-0.3	0.13	1.25	0.19	0.16	17.6
201710	102.995	1	-19.628	-0.012	-0.1	0.13	1.25	0.19	0.16	-25
201711	43.245	1	4.184	-0.074	-0.1	0.13	1.5	0.19	0.16	-32.2
201712	-54.91	0	-8.855	0.388	0.2	0.13	1.5	0.19	0.16	-17.7

